target,group,cov,val,index,coef,std_err,t,p>|t|,[0.025,0.975],mse,rss,n_vars
fev1,Baseline,Baseline,,Intercept,4220.234119523194,55.599596703731116,75.90404193057729,0.0,4111.221584824994,4329.246654221393,203777.7722110444,685304647.9457422,0
fev1,Baseline,Baseline,,sex[T.True],-1179.1363043836332,81.64548849247467,-14.442148931380515,6.513082950672613e-46,-1339.216272133473,-1019.0563366337933,203777.7722110444,685304647.9457422,0
fev1,Baseline,Baseline,,race_0[T.True],1230.586511151966,19.30428475165547,63.74680683501808,0.0,1192.7371536732173,1268.4358686307148,203777.7722110444,685304647.9457422,0
fev1,Baseline,Baseline,,race_1[T.True],740.86480550051,20.457182278095928,36.215388582315875,1.0524516219315898e-242,700.7549949059903,780.9746160950297,203777.7722110444,685304647.9457422,0
fev1,Baseline,Baseline,,race_2[T.True],568.5825164675069,41.83958570066247,13.589582854270574,5.505296920300172e-41,486.5488407152204,650.6161922197934,203777.7722110444,685304647.9457422,0
fev1,Baseline,Baseline,,race_3[T.True],949.4076221507238,18.86776476965482,50.319030035696855,0.0,912.4141368815862,986.4011074198614,203777.7722110444,685304647.9457422,0
fev1,Baseline,Baseline,,race_4[T.True],730.7926642525323,34.08585260069273,21.439764843602013,1.1324126371338364e-95,663.9615106175386,797.623817887526,203777.7722110444,685304647.9457422,0
fev1,Baseline,Baseline,,age,-32.87777542441594,1.1846008583257213,-27.75430660322531,8.417304970673342e-153,-35.200388353784255,-30.555162495047618,203777.7722110444,685304647.9457422,0
fev1,Baseline,Baseline,,sex[T.True]:age,3.8587967520966213,1.4496749338409594,2.6618358792150856,0.007808640039902319,1.0164606850106668,6.701132819182575,203777.7722110444,685304647.9457422,0
fev1,anthropometrics,height,,Intercept,-1082.6430204821145,168.50086410118598,-6.425148181032351,1.5033876551906868e-10,-1413.0178677828746,-752.2681731813543,154165.67459938812,518459163.67774224,9
fev1,anthropometrics,height,,sex[T.True],-733.1895117373123,72.31061348131567,-10.139445323980842,8.11133078900622e-24,-874.9668730259052,-591.4121504487193,154165.67459938812,518459163.67774224,9
fev1,anthropometrics,height,,race_0[T.True],26.817087416582876,40.30559586933306,0.665344025765587,0.5058762266681494,-52.20894697040241,105.84312180356817,154165.67459938812,518459163.67774224,9
fev1,anthropometrics,height,,race_1[T.True],-461.5378358624426,40.69625111787046,-11.341040591814439,2.786236253852753e-29,-541.3298168739228,-381.74585485096236,154165.67459938812,518459163.67774224,9
fev1,anthropometrics,height,,race_2[T.True],-372.0953717671158,46.309548877686574,-8.034959976610857,1.2842523081387492e-15,-462.89318589491353,-281.2975576393181,154165.67459938812,518459163.67774224,9
