target,group,cov,val,index,coef,std_err,t,p,ci_lower,ci_upper,mse,rss,n_vars
fev1,baseline,baseline,,Intercept,5454.1006397433175,67.93029996176831,80.2896592950852,0.0,5320.911519514664,5587.289759971971,202871.80029640306,680432018.1941359,1
fev1,baseline,baseline,,sex[T.True],-1180.8829235006497,81.6392749099736,-14.464642475118128,4.828235330499757e-46,-1340.9508638377924,-1020.8149831635069,202871.80029640306,680432018.1941359,1
fev1,baseline,baseline,,race_1[T.True],-488.93866653438363,20.85399404634927,-23.44580445586048,1.1100851731471512e-112,-529.8265342730812,-448.05079879568615,202871.80029640306,680432018.1941359,1
fev1,baseline,baseline,,race_2[T.True],-658.6449168763634,49.73594460190555,-13.242835179833468,4.691482872939516e-39,-756.1608517242446,-561.1289820284821,202871.80029640306,680432018.1941359,1
fev1,baseline,baseline,,race_3[T.True],-282.55921795536324,18.826119006544133,-15.008893647020027,2.5001918615409087e-49,-319.4710854020364,-245.64735050869007,202871.80029640306,680432018.1941359,1
fev1,baseline,baseline,,race_4[T.True],-496.59852500791624,39.260376809387914,-12.648847651639704,7.41771009886544e-36,-573.5752945795322,-419.62175543630025,202871.80029640306,680432018.1941359,1
fev1,baseline,baseline,,age,-32.91953201956059,1.1880391441203408,-27.70913078283728,2.5548231357863114e-152,-35.24888855841947,-30.59017548070171,202871.80029640306,680432018.1941359,1
fev1,baseline,baseline,,sex[T.True]:age,3.8794278239923194,1.4509281331886152,2.6737560153766817,0.007537147097128497,1.0346318834009325,6.724223764583707,202871.80029640306,680432018.1941359,1
fev1,,"height, df=3",,Intercept,3844.5187313281567,116.53190626653065,32.99112538788313,6.961680307828023e-207,3616.0376687822823,4072.999793874031,152480.13006268782,511418356.23025495,8
fev1,,"height, df=3",,sex[T.True],-679.64917739333,73.20678543230294,-9.283964230635794,2.855371847795398e-20,-823.1838080110084,-536.1145467756515,152480.13006268782,511418356.23025495,8
fev1,,"height, df=3",,race_1[T.True],-485.43698758917117,18.102389687204095,-26.816182613299308,1.2054729254265486e-143,-520.9298698637641,-449.9441053145783,152480.13006268782,511418356.23025495,8
fev1,,"height, df=3",,race_2[T.True],-402.5587610626939,43.85393857892543,-9.179534931353889,7.389646240597771e-20,-488.5420321199545,-316.5754900054333,152480.13006268782,511418356.23025495,8
fev1,,"height, df=3",,race_3[T.True],-46.95785301749662,17.922468605241036,-2.6200549741102526,0.00883132445392401,-82.09796872970875,-11.817737305284489,152480.13006268782,511418356.23025495,8
fev1,,"height, df=3",,race_4[T.True],-292.0133641216249,34.62255090844985,-8.434195530357561,4.894143176271616e-17,-359.89689467606553,-224.12983356718422,152480.13006268782,511418356.23025495,8
fev1,,"height, df=3",,age,-27.13536315270082,1.0476017289416837,-25.902365758897435,5.678335247594528e-135,-29.189368478984896,-25.081357826416742,152480.13006268782,511418356.23025495,8
fev1,,"height, df=3",,sex[T.True]:age,3.543357301951521,1.2720573983295456,2.785532560562618,0.005374104006225431,1.049267611829027,6.037446992074015,152480.13006268782,511418356.23025495,8
fev1,,"height, df=3",,"bs(height, df=3)[0]",628.7077754862045,225.25347435306037,2.7911124447331424,0.005282539232575263,187.0591763066443,1070.3563746657646,152480.13006268782,511418356.23025495,8
fev1,,"height, df=3",,"bs(height, df=3)[1]",1105.1113540590477,102.06456848344268,10.827570923775799,7.07808289716883e-27,904.9960225373418,1305.2266855807536,152480.13006268782,511418356.23025495,8
fev1,,"height, df=3",,"bs(height, df=3)[2]",2513.873988445932,187.51088034486943,13.406549976312961,5.855130678100005e-40,2146.2263067705057,2881.521670121358,152480.13006268782,511418356.23025495,8
fev1,,"waist_circ, df=3",,Intercept,4674.536504541051,97.71996473994133,47.83604370899262,0.0,4482.939503249869,4866.133505832233,148880.4678873302,499345089.2941054,9
fev1,,"waist_circ, df=3",,sex[T.True],-729.0519454033858,71.30267067960072,-10.224749486304491,3.475087474141446e-24,-868.853243148639,-589.2506476581327,148880.4678873302,499345089.2941054,9
fev1,,"waist_circ, df=3",,race_1[T.True],-474.5032765250485,17.978408798679627,-26.39295178113299,1.3369624700583224e-139,-509.7530765324577,-439.2534765176392,148880.4678873302,499345089.2941054,9
fev1,,"waist_circ, df=3",,race_2[T.True],-435.3989677514758,43.50255519680114,-10.008583766672443,2.9602008121138966e-23,-520.6932998400388,-350.1046356629128,148880.4678873302,499345089.2941054,9
fev1,,"waist_circ, df=3",,race_3[T.True],-34.700829150583,17.874065190954934,-1.9414066570677582,0.0522929226087745,-69.74604535163132,0.3443870504653219,148880.4678873302,499345089.2941054,9
fev1,,"waist_circ, df=3",,race_4[T.True],-308.2194361181023,34.30514264950209,-8.984642310548033,4.243961722087733e-19,-375.48063988544595,-240.95823235075864,148880.4678873302,499345089.2941054,9
fev1,,"waist_circ, df=3",,age,-26.969683534682837,1.0334806620087702,-26.095973080194867,8.643129600330311e-137,-28.996002273747752,-24.94336479561792,148880.4678873302,499345089.2941054,9
fev1,,"waist_circ, df=3",,sex[T.True]:age,4.311352203550863,1.2441813760506195,3.4652119751513264,0.0005364829937450785,1.8719180372775623,6.750786369824163,148880.4678873302,499345089.2941054,9
fev1,,"waist_circ, df=3",,height,360.0550127267827,10.512976175629637,34.24862823920729,1.3150402573198575e-220,339.4424929079643,380.6675325456011,148880.4678873302,499345089.2941054,9
fev1,,"waist_circ, df=3",,"bs(waist_circ, df=3)[0]",447.4255208613766,200.3736185413494,2.232956235049701,0.025617798753545272,54.55816205139047,840.2928796713627,148880.4678873302,499345089.2941054,9
fev1,,"waist_circ, df=3",,"bs(waist_circ, df=3)[1]",-509.5950299555996,125.50394504093411,-4.0603905302689185,5.01143703208594e-05,-755.6673610708382,-263.52269884036104,148880.4678873302,499345089.2941054,9
fev1,,"waist_circ, df=3",,"bs(waist_circ, df=3)[2]",-119.47774558248148,237.07700944378496,-0.5039617542957564,0.6143214724762938,-584.308491330228,345.35300016526503,148880.4678873302,499345089.2941054,9
fev1,,"bmi, df=3",,Intercept,4008.9858296390885,129.56220795664677,30.94255564848469,4.520297738481038e-185,3754.956540096467,4263.015119181709,147650.36827186964,495219335.18385077,10
fev1,,"bmi, df=3",,sex[T.True],-730.4245931781878,70.99082611905826,-10.288999763901852,1.823961403940335e-24,-869.6144804723474,-591.2347058840282,147650.36827186964,495219335.18385077,10
fev1,,"bmi, df=3",,race_1[T.True],-482.9351806050955,18.051547070742963,-26.753118650301865,4.939292813920741e-143,-518.3283847642932,-447.5419764458979,147650.36827186964,495219335.18385077,10
fev1,,"bmi, df=3",,race_2[T.True],-418.788734734916,43.44034594792988,-9.640547873097063,1.0306744961168682e-21,-503.9611039981105,-333.61636547172145,147650.36827186964,495219335.18385077,10
fev1,,"bmi, df=3",,race_3[T.True],-29.006392325949754,17.848199368096164,-1.6251719138569782,0.1042202534426624,-64.00089787350616,5.988113221606653,147650.36827186964,495219335.18385077,10
fev1,,"bmi, df=3",,race_4[T.True],-297.5963527243121,34.22226528716709,-8.69598637691313,5.2996837115724115e-18,-364.69506827219095,-230.49763717643327,147650.36827186964,495219335.18385077,10
fev1,,"bmi, df=3",,age,-25.911625911694628,1.0584228492979502,-24.481355375955612,7.004654867425778e-122,-27.986848375739104,-23.836403447650152,147650.36827186964,495219335.18385077,10
fev1,,"bmi, df=3",,sex[T.True]:age,4.291615513671937,1.2395371245937379,3.462272673017783,0.0005423573926110074,1.8612869472769158,6.721944080066958,147650.36827186964,495219335.18385077,10
fev1,,"bmi, df=3",,height,379.03949146576264,11.37092532632911,33.334093803967356,1.3768090579364076e-210,356.7448105735064,401.33417235801886,147650.36827186964,495219335.18385077,10
fev1,,"bmi, df=3",,waist_circ,-139.52006303681983,17.766074832265637,-7.853173216597748,5.422346415439408e-15,-174.35354911874606,-104.68657695489361,147650.36827186964,495219335.18385077,10
fev1,,"bmi, df=3",,"bs(bmi, df=3)[0]",1408.848688267959,256.333658443829,5.496151761032519,4.172780930701221e-08,906.2618755907962,1911.435500945122,147650.36827186964,495219335.18385077,10
fev1,,"bmi, df=3",,"bs(bmi, df=3)[1]",59.6235346636156,200.72038941150618,0.29704772314574696,0.7664485408450994,-333.9237714766499,453.1708408038811,147650.36827186964,495219335.18385077,10
fev1,,"bmi, df=3",,"bs(bmi, df=3)[2]",1586.2611049358518,359.50896905102064,4.412299112100131,1.0550993422169017e-05,881.3811138292642,2291.141096042439,147650.36827186964,495219335.18385077,10
fev1,,"arm_circ, df=3",,Intercept,4353.197200960991,143.2577947346247,30.387157704228187,2.749218833544602e-179,4072.315296118067,4634.079105803915,147250.8977150499,493879510.9362774,11
fev1,,"arm_circ, df=3",,sex[T.True],-769.0199799147621,71.50562687204821,-10.754677828233607,1.5247469415979045e-26,-909.219239019746,-628.8207208097781,147250.8977150499,493879510.9362774,11
fev1,,"arm_circ, df=3",,race_1[T.True],-476.893296676378,18.059516657836838,-26.40675859225903,1.0053164944150815e-139,-512.3021304420545,-441.48446291070155,147250.8977150499,493879510.9362774,11
fev1,,"arm_circ, df=3",,race_2[T.True],-415.3018508347956,43.41738828228399,-9.5653347026462,2.0974582364240765e-21,-500.4292168299477,-330.17448483964347,147250.8977150499,493879510.9362774,11
fev1,,"arm_circ, df=3",,race_3[T.True],-26.721433909982984,17.78566302527728,-1.502414268841484,0.1330846886876914,-61.593329841987114,8.150462022021145,147250.8977150499,493879510.9362774,11
fev1,,"arm_circ, df=3",,race_4[T.True],-297.63863747014636,34.18518960131816,-8.706654575894751,4.834784371085466e-18,-364.66466694674,-230.61260799355273,147250.8977150499,493879510.9362774,11
fev1,,"arm_circ, df=3",,age,-26.403142262883943,1.0656741118878843,-24.776000437985417,1.5019533137038736e-124,-28.492582317739917,-24.31370220802797,147250.8977150499,493879510.9362774,11
fev1,,"arm_circ, df=3",,sex[T.True]:age,4.965086596063247,1.246879491857579,3.9820099925345223,6.97906170487936e-05,2.520361773715512,7.409811418410982,147250.8977150499,493879510.9362774,11
fev1,,"arm_circ, df=3",,height,392.56400884021673,12.02042186349036,32.658089150144704,2.879546691186332e-203,368.99587423164553,416.13214344878793,147250.8977150499,493879510.9362774,11
fev1,,"arm_circ, df=3",,waist_circ,-140.10365082363103,17.57466968364633,-7.971908055489713,2.125745828715502e-15,-174.56185749135284,-105.64544415590922,147250.8977150499,493879510.9362774,11
fev1,,"arm_circ, df=3",,bmi,119.63324941114973,22.583952294238728,5.297268071260881,1.2515878314036283e-07,75.35347007322085,163.91302874907862,147250.8977150499,493879510.9362774,11
fev1,,"arm_circ, df=3",,"bs(arm_circ, df=3)[0]",920.3598503602702,269.72224888958715,3.4122503951723555,0.0006519501134849029,391.5223152930521,1449.1973854274884,147250.8977150499,493879510.9362774,11
fev1,,"arm_circ, df=3",,"bs(arm_circ, df=3)[1]",-110.71877877785823,132.34968287876413,-0.836562478803063,0.402898390761267,-370.21342687856117,148.7758693228447,147250.8977150499,493879510.9362774,11
fev1,,"arm_circ, df=3",,"bs(arm_circ, df=3)[2]",46.549394768659454,280.1069160732037,0.16618438209677816,0.8680219085188929,-502.64909242055194,595.7478819578708,147250.8977150499,493879510.9362774,11
